"SAINT-HIPPOLYTE-DU-FORT","5200","5300","5000","5600","5700","5000","4800","4200","4200","4200","4100","4100","4500","4400","4200","4100","3900","3457","3165","3208","3207","2937","2752","2963","2963","3318","3547","3458","3400","3515","3391"
"SOMMIERES","3600","3700","3700","3800","3900","4000","4000","3900","4000","3700","3800","3800","3800","3700","3800","3800","3200","3173","3128","3045","3253","3021","2665","2882","2882","3145","3816","3720","3867","4280","4873"
"UZES","6200","6900","6700","7200","6900","6300","6200","5900","5600","5600","5400","5100","5000","4800","4900","5200","4800","4581","4051","4431","4187","3818","4199","4968","4968","5646","6482","6695","7186","7649","8007"
"VAUVERT","4100","4100","4200","4200","4200","4100","4800","5100","5100","4800","4100","4000","4300","4400","4600","4500","4200","4176","4055","4015","4290","3851","3864","4520","4520","5031","6345","7472","9103","10296","10261"
"VIGAN","4900","5000","4900","5100","5000","4700","5400","5100","5000","5400","5300","5400","5400","5200","5100","4600","4700","4718","4173","4222","4242","3697","3676","3771","3771","4111","5449","5630","6007","6193","6242"
"REVEL","5500","3800","5600","6000","6000","5200","5400","5600","5600","5600","5500","5500","5600","5400","5500","5600","5600","5379","4860","5009","5114","5219","5299","5306","5306","6402","6843","7164","7448","7520","7985"
"SAINT-GAUDENS","6200","6000","5000","5100","5100","5100","5200","5200","5700","6000","6300","6600","7000","6700","7300","7100","7100","6371","6105","5916","6173","6099","7547","7673","7673","10695","14035","14309","14119","13604","13053"
"TOULOUSE","59600","77400","77000","94200","93400","103100","113200","126900","124900","131600","140300","147600","149800","150000","149800","149400","149600","140866","167442","172215","185318","206339","257709","258805","262348","326634","437822","507412","538030","650336","761090"
"AUCH","9800","10500","9100","12300","12100","12000","11900","12500","13100","13800","14200","15100","14800","14800","13900","13500","13600","11103","10213","10303","10642","11431","13258","14175","14175","18011","20762","22564","22528","23136","24725"
"CONDOM","7100","7100","6700","7200","7200","7600","8200","8100","8300","7900","8600","7900","7400","7000","6600","6400","6400","6312","5688","6300","6258","6113","6537","6601","6601","6727","7197","7851","7634","7717","7251"
"LECTOURE","6500","6400","6200","6400","6200","6100","6100","6100","5700","5500","5500","5300","5000","4700","4500","4300","4200","4120","3630","3974","4182","4355","3739","3882","3882","3897","3950","3789","3923","4034","3933"
"BLAYE","3900","3800","3600","4400","4700","4300","5000","4800","4500","4500","4500","4300","5000","4800","4800","4900","4700","4257","4036","4073","3862","3668","3634","3831","3831","4291","4355","4624","5350","5084","7867"
"BORDEAUX","109500","104600","108200","138000","145900","166900","186000","212900","222100","248100","258200","285700","303800","313200","319500","319000","328700","332381","356654","358498","381892","385958","398906","404484","417962","458447","551268","609216","637349","696364","753931"
"CASTILLON-LA-BATAILLE","2900","3000","3000","3000","3200","4100","3500","3600","3700","3100","3100","3000","3000","3100","3300","3100","3000","3019","2703","2962","3099","3120","3052","3077","3077","3108","4377","4621","4738","4660","6015"
"LIBOURNE","9800","9700","8800","11800","12700","13300","13600","14600","15000","15200","16000","16700","17900","18000","19200","19300","20100","18419","16612","17108","17601","18002","18818","18401","18401","19714","23187","23307","26806","26597","28128"
"REOLE","3800","3900","3800","4100","4100","4200","4100","4200","4100","4100","4200","4300","4200","4300","4400","4300","4200","4027","3416","3492","3539","3599","4350","4528","4528","4873","4945","6138","5480","5364","5292"
"AGDE","8200","8200","8000","8900","9100","9400","9700","9600","8800","8300","8200","8400","7400","8500","9500","8400","9300","8626","8049","9179","9421","8976","7313","7835","7835","8750","10183","11523","13086","17583","19988"
"BEDARIEUX","6000","8300","8900","9600","10000","9800","9100","9000","7900","7700","6900","7300","6600","6000","6100","6100","6200","6070","6344","7800","9016","8425","6636","7142","7142","7258","7128","6425","6207","5997","5962"
"BEZIERS","16800","16200","17200","19600","19300","23600","24300","27700","31500","38200","42900","41800","45500","48000","52300","52300","51000","48394","53900","64096","69620","70450","62292","62835","62835","73404","80371","88489","80622","76304","77996"
"CLERMONT-L'HERAULT","6200","6600","6200","6100","6200","6200","6400","6100","5900","6000","5500","5200","5100","5100","5300","5100","5200","5035","5175","5330","5368","5279","5033","5034","5034","5535","6208","5482","5926","6041","6532"
"FLORENSAC","3500","3500","3500","3600","3700","3800","3800","3900","3700","4000","3700","3700","3800","3500","3700","3600","3500","5814","5966","5863","5747","5740","2724","2802","2802","2844","2785","2915","3061","3583","3859"
"GANGES","4200","4500","4600","4700","4700","4700","4500","4100","4300","4400","4200","4400","4600","4300","4200","4600","4600","4575","4056","4363","4445","4057","3951","4262","4262","4926","6264","5347","5240","5375","6387"
"LODEVE","9900","11200","10300","10700","11200","12800","11900","10600","9500","10500","10200","9500","9100","8400","8200","7400","7700","6587","6327","6389","6887","6006","6102","6130","6130","6831","7545","7901","8372","7602","6900"
"LUNEL","6300","6300","6100","6600","6400","6700","6700","7000","7300","8300","6500","6700","6800","7200","7500","7500","7700","7398","7335","8010","8365","7569","7568","7669","7669","8860","10733","13448","17321","20705","28558"
"MARSEILLAN","3700","3700","3500","3600","3800","3900","3900","4000","4000","4000","4100","4000","4600","4200","4700","4700","4700","4717","4585","4290","4060","3664","3334","3421","3421","3394","3579","3479","4039","4950","6199"
"MARSILLARGUES","3300","3400","3500","3500","3500","3400","3400","3600","3500","3400","3200","3200","3400","3500","3700","3400","3200","3242","3371","3182","3334","3002","2693","2755","2755","2812","3048","3013","3653","4386","5334"
"MEZE","4400","4500","4300","4800","5000","5100","6100","6500","6800","6800","6100","5800","6300","6200","6100","6000","6000","6009","5818","5335","5033","4743","4224","4403","4403","4546","5005","5508","5742","6502","7630"
"MONTAGNAC","3400","3500","3500","3700","3600","3700","3700","3900","3900","4100","3500","3200","3500","3200","3600","3600","3600","3598","3725","3519","3574","3410","3144","2994","2994","2958","3021","2774","2897","2953","2981"
"MONTPELLIER","35900","33500","35600","45800","45800","49700","51900","55600","55700","55300","56000","56800","69300","73900","75900","77100","80200","72581","74096","75121","78118","81228","86517","91349","91349","121346","168616","209289","219048","248303","287981"
"PEZENAS","7800","8000","7400","7700","7400","7200","7200","7600","7300","8000","7400","6900","6700","6600","7100","6900","6900","6773","6618","7012","7076","6604","6133","6224","6224","7198","9103","7707","7519","7613","7443"
"SETE","10600","11600","12800","19000","19100","21100","22400","24200","25800","28700","35500","37100","36500","32700","33200","33900","33000","32143","35969","36563","36272","36316","30150","33096","33096","36250","53269","54380","58796","63833","66177"
"DOL-DE-BRETAGNE","3900","4000","4000","4100","4200","4400","4200","4200","4300","4400","4400","4500","4800","4800","4700","4600","4800","4613","4376","4424","4238","4269","4480","4440","4440","4509","4489","4624","4660","4629","4563"
"FOUGERES","7700","9400","8900","9900","9100","9300","9500","9600","11200","11900","14300","15600","18200","20700","21000","23500","22200","21070","20392","20480","20277","20039","18664","22507","22507","24191","26035","27949","26832","27389","27178"
"REDON","4500","4500","4200","5300","5900","5500","5900","6100","6100","6400","6500","6400","6900","7000","6900","6700","6700","6391","6286","6225","6269","6150","6847","7114","7114","8861","11903","12412","12121","12177","19605"
"RENNES","29700","35600","32400","39200","42000","48200","48100","51800","54500","60600","64400","69700","72700","73300","78000","78700","82500","69338","73496","76304","81073","89834","105803","115912","115912","153026","189292","226593","231543","245065","272263"
"SAINT-MALO","20000","19600","19600","19700","20000","23600","23600","23000","24900","26300","28100","27100","28000","28500","29200","28400","30900","27872","29271","30610","30981","31073","31857","27119","49065","55735","42078","44783","46111","48057","50675"
"VITRE","8900","8900","8200","8600","8800","8900","8900","8900","8800","9900","10300","10400","10600","10600","10800","10100","10600","8769","7808","7848","7812","8112","8730","9366","9366","10380","11343","12318","13012","14486","15313"
"ARGENTON-SUR-CREUSE","4000","4300","4300","4600","5300","5200","4800","5200","5300","5600","5900","6400","6300","6100","6300","6300","6100","6117","5570","5504","5298","5508","5782","7583","5792","6344","9306","9350","9254","8767","8671"
"CHATEAUROUX","11600","13800","13000","14500","18500","20600","18600","19700","21300","22100","23900","25600","26600","26500","27700","28100","28900","26048","27167","26923","28280","29841","36485","39246","39246","51263","55346","65423","66060","67090","66082"
"ISSOUDUN","11700","11700","11900","12900","13300","13300","14300","14300","14200","13700","14900","15200","13600","14100","14200","13900","13700","12352","11703","11558","11553","11273","12245","12667","12667","13898","15096","15956","14696","13859","13685"
"AMBOISE","4600","4700","4600","5000","4800","4400","4600","4200","4200","4500","4200","4600","4500","4500","4500","4700","4700","4518","4389","4284","3948","4052","6172","6567","6567","7947","11710","14751","15308","15391","16037"
"CHINON","6900","6900","6600","6700","6800","6900","6900","6900","6600","6300","6100","6200","6100","6200","6000","5800","5900","5802","5235","5672","5407","5597","5854","6473","6473","7574","7735","8001","8620","8627","8716"
"LOCHES","4800","4800","4400","5100","5200","5200","5300","5200","5000","5100","5100","5100","5100","5200","5200","5100","5300","5155","4490","4589","4578","4738","5348","5390","5390","5901","8115","8500","8540","10198","10029"
"TOURS","23200","26700","24700","30800","33500","38100","44100","42500","43400","48300","52200","59600","60300","65900","67400","73900","82600","80229","87831","93684","97425","99941","105046","112765","122421","149352","199449","244337","261079","282152","297631"
"BOURGOIN-JALLIEU","3800","4200","4200","4400","4700","4400","4900","4900","5000","12600","14300","15100","16000","15500","15700","16200","15000","10361","10252","12083","13211","12105","12549","13027","13027","15876","24498","27338","30342","31375","33087"
"COTE-SAINT-ANDRE","4600","4100","3800","4200","4400","4400","4200","4600","4300","4300","4200","4200","4000","3800","3900","3400","3400","3273","2986","3010","3171","3143","2945","2988","2988","3088","4063","4427","4513","4670","5065"
"GRENOBLE","24900","29000","25500","38000","31300","32800","34700","40500","44800","53400","59600","60600","68400","72500","77000","81800","86800","67513","80755","89788","98272","106228","116015","140546","144014","230081","329077","387353","390849","404733","419334"
"MURE","2800","3100","3100","3400","3600","3300","3600","3600","3600","3600","3500","3600","3400","3400","3400","3500","3600","3464","3557","3810","4147","4231","4783","5380","7730","7969","7807","6820","7197","7095","6888"
"VIENNE","14100","16500","16500","18600","20800","19700","19600","24800","26000","27400","26900","26500","26000","26200","25800","26300","26200","23038","22342","24502","24475","23926","22496","26468","26468","28774","36016","38874","40966","43457","44985"
"VOIRON","6900","7600","7700","8300","8500","8900","9600","10100","10300","11100","12000","12000","11600","12000","12600","12100","12500","11902","11164","11862","12023","11506","11554","14250","14250","16472","26898","29596","33491","38155","42131"
"ARBOIS","6700","7100","6900","7000","6900","6000","6700","5900","5300","5000","5000","4700","4400","4200","4200","4100","3900","3879","3383","3526","3593","3548","3323","3625","3625","3958","4199","4594","4528","4698","4569"
"CHAMPAGNOLE","2900","3100","3300","3300","3200","3000","3200","3400","3300","3400","3700","3700","3600","3700","3800","3700","3800","3668","3715","4308","4436","4560","4968","5577","5577","7531","9648","10763","10718","10749","10021"
"DOLE","9900","10100","9500","10500","10800","11000","10600","11100","11700","13500","13700","13800","14800","14900","15200","15400","16900","14545","14919","16609","17053","17094","17135","20849","20849","23212","27037","30967","30887","31904","30363"
"LONS-LE-SAUNIER","7900","7700","7900","8800","9400","9500","9900","9900","10700","11400","12400","12300","12600","12100","12900","13100","13900","11245","10870","11458","12509","12978","14267","16398","16398","18597","24333","27370","26316","25410","25867"
"POLIGNY","6000","6500","5800","5900","5700","5400","5400","5400","5000","5000","4700","4600","4400","4300","4100","4100","3900","3775","3417","3543","3706","3421","3643","3709","3709","3864","4056","4293","4636","4714","4511"
"SAINT-CLAUDE","5200","5200","5200","5500","5900","5900","6300","6800","7100","7600","8200","8900","9800","10100","10400","11000","12000","11637","12338","13530","13067","11029","10403","11591","11591","12689","13338","13934","13262","13292","12958"
"SALINS-LES-BAINS","6600","6700","6900","7200","7100","6500","7400","6300","6000","6300","6400","5800","6100","5600","5500","5300","5200","4856","4258","4518","4442","4405","4128","4708","4708","4476","4284","4200","3923","3984","3665"
"DAX","4700","4800","5200","5600","5800","6100","9900","9500","9400","10300","10200","10900","10200","10200","10300","11200","11400","10938","10669","11694","15990","16217","17418","17968","17968","22064","26311","29663","33344","35701","37289"
"MONT-DE-MARSAN","3800","4100","4200","4700","4700","5200","5600","8500","8600","9300","10900","11800","12000","11300","11600","11900","12100","10377","9655","10180","10014","11054","12486","14143","14143","19216","27390","31429","32973","35403","36653"
"BLOIS","13100","13600","14600","17600","17700","17700","20300","20100","19900","20500","21100","22200","23500","23500","23800","24000","24000","21374","21377","21457","22038","23003","24610","27107","27107","36799","46460","58815","60775","65132","65989"
"ROMORANTIN-LANTHENAY","7000","7200","7200","7400","8000","7900","7600","7900","7600","7800","8000","7500","7800","8000","8100","8400","8100","7399","7443","7580","7196","7307","7527","10614","10614","11777","14096","16397","17457","17865","18350"
"VENDOME","7800","8200","8700","8500","9300","9400","9400","9900","9300","9200","9400","9300","9500","9800","9500","9800","9700","8714","8288","8456","8572","8866","9385","10418","10418","13546","18893","21188","21560","22338","23623"
"CHARLIEU","3400","3500","3700","4000","4000","3800","3900","3900","3900","4100","5700","5400","5200","5400","5400","5000","5300","5114","4839","4874","5043","4770","4608","4674","4674","4909","5784","5758","5409","5023","9254"
"MONTBRISON","5300","6300","5800","7000","8000","7500","7200","6500","7000","6400","7000","7400","7100","7200","7500","7600","7700","6780","6797","7063","7250","7252","7520","10967","9525","12239","12956","14292","15042","17456","19935"
"ROANNE","9300","9900","11100","13000","13400","15100","17400","19400","20000","22800","25400","30400","31400","37600","39500","40100","41300","39709","46716","49099","52194","55321","59017","58026","58026","70521","77870","83526","81622","77160","80272"
"SAINT-CHAMOND","10700","12100","11200","11900","12500","14300","19400","21800","22500","25800","26500","27400","27400","27800","30100","54700","56600","59061","61394","61661","59704","57576","56533","36523","60366","66614","75149","81592","81993","81795","82535"
"SAINT-ETIENNE","40900","49600","55200","62900","70400","112600","112200","122200","146000","167100","166600","161100","177100","181300","197900","199900","205200","194872","221396","255411","250073","245954","241741","183682","251295","290949","332269","334093","316503","313338","291960"
"BRIOUDE","5100","5200","4800","5000","4800","4900","5000","4900","4600","4700","5000","5100","4900","5000","4800","4900","4900","4655","4482","4838","4926","4837","5288","5194","5194","6184","7195","7773","7483","7285","6820"
"PUY","14900","14900","13600","15000","15700","16700","17000","19500","19200","23100","22600","23100","24200","24900","24600","25200","25300","17081","15940","16918","17415","18360","18950","25182","25182","30914","37656","41510","41269","43499","42608"
"YSSINGEAUX","7200","7600","7200","7700","7600","7600","8000","8400","8300","8400","8200","8000","7900","8000","7600","7800","7800","7512","6532","6460","6310","6007","5796","5339","5339","5334","5565","5875","6220","6118","6492"
"ANCENIS","3700","3700","3700","3800","3700","4200","4600","4100","4400","5200","5400","5500","5100","5000","5200","5000","5000","3781","3573","3561","3718","3793","4572","5937","5937","6251","7267","8877","9403","9258","9497"
"CHATEAUBRIANT","3700","3600","3700","3900","4100","4300","4600","4800","5100","5200","5600","6200","6500","7000","7200","7200","7500","7355","7551","7822","7956","8097","8800","8905","8905","10835","11976","13230","14023","12783","12065"
"NANTES","101200","93200","95500","114100","117700","131500","138300","139700","153500","157800","162500","167500","165300","172100","189600","172200","230500","222516","243258","250010","257493","269704","245522","233248","266626","325351","390979","451035","463060","496078","544932"
"SAINT-NAZAIRE","3800","3700","3800","4100","10300","11000","16200","23400","21900","22900","25000","32800","37900","39100","46100","45500","49000","37295","52514","49880","50053","51279","18895","49767","49767","69754","110779","119274","130072","131511","136886"
"BEAUGENCY","4900","4800","4700","4900","5300","5100","5100","5000","4600","4500","4400","4500","4300","4000","3800","3600","3500","3411","3134","3236","3360","3377","3383","3809","3809","4401","5525","6511","8166","8022","8321"
"CHATEAUNEUF-SUR-LOIRE","3200","3100","3100","3100","3200","3200","3200","3300","3300","3400","3400","3500","3500","3400","3300","3500","3400","3352","2785","2856","2926","2992","3194","3560","3560","4349","4849","5527","5996","6558","7032"
"GIEN","5200","5300","5200","5800","6100","6100","6500","6700","7100","7600","8300","8200","8500","8300","7900","7900","8300","8046","7501","7860","7986","8063","7366","8155","8155","9886","12212","16449","18100","19765","16351"
"MEUNG-SUR-LOIRE","4600","4700","4400","4600","4600","5100","3700","3700","3500","3600","3400","3500","3400","3200","3100","3000","3000","3001","2919","3026","3177","3104","3143","3316","3316","3716","4116","5688","6891","7450","8855"
"MONTARGIS","6800","7800","7200","7400","7500","7600","8000","8100","8200","12000","14300","14500","15300","15300","16900","18000","18600","15301","18454","20111","22378","23097","24547","25391","25391","34604","45340","49924","51847","52804","53590"
"ORLEANS","40200","40300","42400","49200","50800","50400","54300","52700","52500","55900","61000","64700","67400","70300","71000","75000","78800","66760","67626","70811","72819","74192","75828","90384","95812","123701","154492","207212","219148","243153","263292"
"PITHIVIERS","4000","4000","3700","4000","4100","4400","4800","4900","4600","5000","5200","5500","5500","5800","6200","6300","6600","5807","5327","5684","5779","6428","6611","8030","8030","8759","10068","11788","11359","11389","11476"
"CAHORS","12000","12400","11400","13400","13400","13700","13800","14100","14600","13700","15500","15600","15400","14500","14000","13200","13600","11555","11171","11208","11605","12052","13757","14314","14314","16754","19091","20094","19665","22676","23128"
"FIGEAC","6400","6200","6000","7200","7400","6800","8400","7600","7300","7300","7200","7400","6700","6300","5900","5900","5800","5664","5365","5530","5670","5808","6601","6765","6765","8336","9589","10077","9665","9549","9991"
"GOURDON","5200","5300","5300","5100","5100","5100","5100","5200","5400","5100","5100","5000","4800","4500","4400","4300","4300","4074","3943","3821","3763","3846","3610","3699","3699","4157","4803","4728","4883","4851","4882"
"SAINT-CERE","4000","4100","3800","4100","4400","4300","4300","4300","4200","4000","4200","3700","3600","3400","3300","3300","3200","3025","2661","2626","2678","2821","2901","3124","3124","3524","3925","4089","4025","3760","4415"
"AGEN","12900","13400","14200","15500","18300","19900","19300","20400","21000","21500","22500","24200","24200","25000","24700","25300","25400","20808","21183","21559","22535","24845","28879","33137","33137","37527","52740","55294","58019","67960","69488"
"MARMANDE","7300","7500","7600","8200","8300","8400","8700","8600","8500","9000","9900","9900","10300","9900","9900","9700","9800","9139","8795","9283","9411","10244","11623","12418","12418","13997","15958","19715","22449","23439","23727"
"NERAC","6300","6600","7100","7200","7200","7300","7300","7700","7900","7600","7400","7800","6900","6700","6400","6300","6300","6140","5894","5688","5615","5722","5834","6140","6140","6417","7059","7156","6828","7015","6787"
"TONNEINS","6500","7100","6900","7200","7500","7900","7900","8000","8300","8200","8100","7600","7100","6800","6800","6700","6200","6230","6420","6636","6761","6930","6684","7958","7958","8634","9137","9867","9895","10103","9856"
"VILLENEUVE-SUR-LOT","10700","11200","10800","13100","13200","13800","13800","13100","13700","14400","14600","14700","13800","13600","13600","13500","13200","12335","10768","11599","11791","12240","14290","15023","15023","16861","25038","27147","28726","29422","41953"
"MARVEJOLS","3900","4000","4100","4400","4400","4700","4800","5000","4700","4900","5700","5100","4700","4200","4000","3600","3900","3555","3573","3598","3638","3577","3502","3389","3389","3933","4477","5296","5573","5476","6485"
"MENDE","5800","5900","5400","6100","7000","6900","6400","6500","6900","7300","7200","8000","7900","7400","7300","7000","7000","5691","5562","6045","6049","6195","6198","6508","6508","8171","9692","10407","10896","11286","11804"
"ANGERS","32700","42900","43600","52100","53900","58200","59500","62600","66500","64900","76300","81600","81400","85900","91400","92000","92700","81908","85955","89653","89326","91262","98464","102549","109397","132325","159917","186220","194040","208282","226843"
"BAUGE","3600","3400","3200","3300","3300","3600","3500","3600","3400","3400","3400","3600","3600","3300","3300","3200","3200","3099","2734","2753","2670","2789","3171","3170","3170","3328","4800","4900","4996","4920","4915"
"CHOLET","7300","8900","7900","10100","10400","11800","12700","13400","13600","14300","15900","16900","16900","17800","19400","20400","21100","19313","18747","19608","21234","22774","25067","29353","29353","37198","42478","52899","55359","55132","54204"
"SAUMUR","10600","11900","11100","12600","14100","14500","14100","13700","12600","13800","14200","14200","14900","16400","16200","16400","16200","14983","14282","14231","14942","15286","15021","19634","21765","23742","32685","33806","33371","31612","31443"
"AVRANCHES","7300","7700","7800","8000","8900","8700","8600","8600","8100","8200","8100","8000","7800","7800","7400","7400","7100","6873","6094","6187","6269","6378","6693","7176","7176","8828","10579","14015","14887","14575","14669"
"CHERBOURG","21800","23100","24700","33800","36000","47500","52000","47500","45800","47800","47200","49000","51400","54900","60200","62300","63300","47714","45246","43354","44300","45870","46969","51073","51073","57318","66536","70211","69668","92045","89704"
"COUTANCES","9000","7700","7100","8300","8100","7900","8100","8200","8000","8000","8200","8100","8100","7400","7000","6800","6600","6016","5473","5691","5804","5709","4689","8448","8448","8573","8980","9806","9872","9715","9840"
"GRANVILLE","7300","7600","7900","12200","11000","13600","17200","15600","14700","12500","11000","11600","12700","12000","11700","11900","11300","10162","8956","10170","10101","10096","12515","12108","12108","14898","16836","17623","17657","17390","18137"
"SAINT-LO","8400","9100","8300","9200","9700","9800","9800","9700","9300","9700","10100","10600","11400","11100","11600","12200","11900","9670","9334","9734","9804","10243","5541","14664","14664","17895","21261","26315","27287","26577","25462"
"VALOGNES","6900","6700","6200","6400","6100","5700","5800","5400","5600","5800","5800","5700","5800","6000","6000","5700","5600","5462","4047","4709","4653","4745","3918","4567","4567","5324","5824","5827","6707","7412","7537"
"VILLEDIEU-LES-POELES","3100","3000","3700","3800","3800","3700","3800","3800","3600","3400","3500","3500","3500","3300","3300","3400","3400","3163","2770","2788","2863","3096","3052","3707","3707","3786","4048","4343","4690","5035","4850"
"AY","2700","2800","3100","3400","3300","3300","3400","3600","4200","5100","5400","6100","6700","7100","7100","7400","7200","7113","7737","7087","6823","6542","6190","4764","4764","4680","6072","5951","5932","5595","5534"
"CHALONS-SUR-MARNE","12400","13000","13200","15900","15900","16600","16700","18000","16500","20200","23200","23600","25900","26600","26700","27800","31400","24223","25739","26041","26891","28833","28257","33396","33396","41826","53988","62159","62002","61452","60013"
"EPERNAY","5300","5500","5900","6300","7500","9300","10600","11700","12900","15500","16400","20100","20800","22200","23500","24900","25000","23788","20421","22913","22462","22304","22172","24371","24371","26199","32632","36107","34336","34038","33236"
"REIMS","36000","38400","39200","43900","45800","51700","55800","60700","72000","81300","93800","97900","104200","108000","108400","109900","115200","108873","74766","98069","103838","109344","106313","119914","119914","143335","167117","196562","198775","206437","215581"
"VITRY-LE-FRANCOIS","7000","6800","6900","8000","8300","7800","7600","7900","7200","7600","7800","7700","8000","8400","8600","8500","8500","7981","8559","8607","8877","8835","7066","10727","10727","14784","19345","22193","21170","19919","19572"
"CHAUMONT","6300","6300","6000","6200","6400","9300","7100","8300","8600","9200","12200","12900","13300","13400","14600","14900","14900","12760","13282","13511","14597","15630","15804","19691","19691","23392","26481","27856","28289","27988","27017"
"JOINVILLE","3000","3100","3200","3300","3500","3500","3400","3900","3800","3900","3900","4100","4500","3800","3900","3700","3800","3670","3618","3675","3521","3510","3236","3376","3376","3992","4563","4767","4804","4755","5577"
"LANGRES","7500","7700","7500","9700","11300","10800","7900","8300","9600","10400","11800","11200","10700","10300","9900","9800","9400","7037","6964","6842","6786","7065","6687","7798","7798","9705","11412","11825","10899","11277","10893"
"SAINT-DIZIER","6200","6400","5500","7100","7400","7600","8100","10200","11200","12800","12800","13500","13400","13900","14600","14700","16000","14923","16539","17876","17073","17627","18563","22658","22658","33596","36956","38387","36603","40097","38086"
"CHATEAU-GONTIER","6100","6200","6300","6700","6800","7100","7200","7400","7000","7200","7100","7300","7300","7200","7100","7000","6800","6713","5702","5951","5970","5957","6282","6545","6545","7023","10438","11765","12800","13755","15701"
"CRAON","3600","3800","3800","4100","4200","4200","4300","4400","4300","4700","4500","4500","4400","4200","4100","4000","3800","3697","3464","3431","3464","3525","3656","3807","3807","4145","4482","4661","4829","4767","4659"
"ERNEE","5500","5400","5300","5500","5600","5600","6300","5500","5200","5300","5300","5200","5100","5200","5100","5300","5300","5118","4641","4655","4631","4720","4664","4875","4875","4886","5146","5612","5901","6052","5703"
"LAVAL","16400","17800","16000","17800","19200","21300","22900","27200","26300","27100","29900","30600","30400","29900","30400","29800","30300","27291","25292","25639","25996","26219","29962","32060","32060","39021","45460","56152","55739","56855","62729"
"MAYENNE","9800","9800","8900","9700","9900","10100","10400","10900","10100","10100","11200","11100","10400","10300","10100","10000","10000","7934","7450","7210","7056","7534","7613","8457","8457","9670","10724","11984","12760","15189","15636"
"LUNEVILLE","12300","12800","12300","14400","15600","15300","15500","15200","12400","16000","18100","20500","21500","22600","23300","24300","26600","21122","20746","20711","21164","20673","19218","20696","20696","21453","24821","24628","24462","23655","23030"
"NANCY","29800","31400","35900","42800","45100","50300","51800","52700","55600","71800","81900","94800","104400","120200","130400","140300","160700","124410","126326","138004","147780","159050","152589","166312","171729","205643","254226","277837","304639","329447","331363"
"PONT-A-MOUSSON","7200","7300","7100","8000","7800","7700","8100","8000","8200","11000","11300","11600","11600","12700","12800","13500","14000","13068","8702","13963","15115","13198","12490","15130","15130","16976","19523","22063","22645","23677","23884"
"TOUL","7300","7300","7000","7900","8500","8200","7700","7400","6900","10100","10000","10500","12100","12200","12300","13700","15900","10564","10125","10411","10618","11240","9166","12292","12292","16384","18332","20917","21960","22611","22259"
"BAR-LE-DUC","12500","12400","12200","13200","14800","13800","14900","15300","15200","16700","17500","18900","18800","18200","17700","17300","17100","14349","14351","14634","14812","14666","14536","15621","15621","18289","19698","19766","19751","21388","20549"
"COMMERCY","3600","3700","3700","3900","4000","4200","3900","4100","4200","5200","5300","5500","7500","8100","7700","7800","8900","5991","5714","5744","5925","6233","5906","6126","6126","7043","7047","6924","6742","6404","6324"
"LIGNY-EN-BARROIS","3200","3200","3100","3200","3200","2900","3300","3800","4000","4200","4500","4900","5100","5400","5900","5500","5500","5385","5095","4981","4919","4722","4417","4811","4811","5157","5861","6134","5591","6482","6014"
"SAINT-MIHIEL","5800","5700","5200","5700","5300","5200","5500","5400","4300","5200","5900","6000","8100","9300","9400","9700","9600","6075","4251","4405","4459","4663","4190","4987","4987","5628","5684","5979","6232","6181","6079"
"STENAY","3100","3300","3000","3300","3400","3100","2800","2900","2600","2800","3200","3200","3500","4200","4200","4000","4100","2728","2385","2591","2844","3222","2272","3159","3159","3829","4686","4360","4222","3641","3377"
"VERDUN","10000","10600","10700","13400","13900","12700","12400","12900","10700","15800","16100","17800","21300","25300","24200","24800","28000","13900","11175","15448","16709","18029","15823","21880","21880","27161","27517","28404","26530","26711","25509"
"AURAY","3700","3900","3600","4000","3900","3900","4000","4500","4900","4600","5900","6400","6200","6500","6500","6700","7100","6663","6703","6977","6919","6895","8343","7862","7862","8096","11328","13335","13401","14313","19125"
"HENNEBONT","4500","4700","4500","4700","4700","4800","4700","5100","5500","8800","8900","9700","10400","11900","12800","13600","13600","14291","13066","12703","12712","13321","13174","11120","11120","11685","16513","17321","18557","19165","18807"
"LORIENT","18300","19000","18200","26400","25700","28400","35500","44200","41300","41900","44700","47100","49200","49200","57000","58900","61700","55607","55672","51132","52069","54633","21557","57344","57344","76968","98346","105671","103730","115488","116174"
"PONTIVY","6000","6400","6300","7900","7800","8000","7600","8100","7900","8300","8200","9500","9200","9300","9400","9500","9400","8211","8226","8246","8186","8468","9951","9580","9580","10384","11397","12559","12672","13140","13508"
"VANNES","10400","11600","10700","13000","13600","14300","14600","14600","14700","17900","19300","20000","21500","22200","23400","23400","23700","19144","18690","18807","19235","20421","25440","25741","25741","30156","36444","39664","41100","45644","60062"
"DIEUZE","3900","4000","3900","3900","3600","3200","3100","3800","2800","2700","2900","2800","5900","6300","6000","5900","5900","5852","2412","2363","2657","2919","2463","3342","3342","3563","3993","4069","3806","3566","3612"
"FORBACH","4300","4400","4300","4300","4800","6600","4900","9000","8400","8900","9600","10500","12000","11500","11100","12200","14900","21167","25462","29471","31621","22251","28183","36520","44963","50333","85333","97766","99461","98758","92845"
"METZ","44400","42800","39800","55100","57700","64700","56900","54800","57500","52300","61700","62400","70200","73400","76300","87800","93300","93335","60932","72568","80053","86403","83460","107097","112087","145825","164132","180083","185130","193117","322526"
